,collection_id,avg_accuracy,data_size,n_heel_strike,n_foot_flat,n_heel_off,n_toe_off,label,precision,recall,f1-score,support
36,1bNvcoM97anYHfq1kXqs_5_R,0.9540816326530612,196,4,66,44,82,heel strike,1.0,0.75,0.8571428571428571,4.0
37,1bNvcoM97anYHfq1kXqs_5_R,0.9540816326530612,196,4,66,44,82,foot flat,0.9836065573770492,0.9090909090909091,0.9448818897637795,66.0
38,1bNvcoM97anYHfq1kXqs_5_R,0.9540816326530612,196,4,66,44,82,heel off,0.875,0.9545454545454546,0.9130434782608695,44.0
39,1bNvcoM97anYHfq1kXqs_5_R,0.9540816326530612,196,4,66,44,82,toe off,0.9761904761904762,1.0,0.9879518072289156,82.0
40,1bNvcoM97anYHfq1kXqs_7_R,0.9303482587064676,201,5,56,50,90,heel strike,0.7142857142857143,1.0,0.8333333333333334,5.0
41,1bNvcoM97anYHfq1kXqs_7_R,0.9303482587064676,201,5,56,50,90,foot flat,0.8852459016393442,0.9642857142857143,0.9230769230769231,56.0
42,1bNvcoM97anYHfq1kXqs_7_R,0.9303482587064676,201,5,56,50,90,heel off,0.8958333333333334,0.86,0.8775510204081632,50.0
43,1bNvcoM97anYHfq1kXqs_7_R,0.9303482587064676,201,5,56,50,90,toe off,1.0,0.9444444444444444,0.9714285714285714,90.0
44,1z0rNIsIZDIrD740ib7D_10_L,0.9560975609756097,205,2,54,60,89,heel strike,0.5,1.0,0.6666666666666666,2.0
45,1z0rNIsIZDIrD740ib7D_10_L,0.9560975609756097,205,2,54,60,89,foot flat,0.896551724137931,0.9629629629629629,0.9285714285714286,54.0
46,1z0rNIsIZDIrD740ib7D_10_L,0.9560975609756097,205,2,54,60,89,heel off,0.9818181818181818,0.9,0.9391304347826087,60.0
47,1z0rNIsIZDIrD740ib7D_10_L,0.9560975609756097,205,2,54,60,89,toe off,1.0,0.9887640449438202,0.9943502824858758,89.0
48,1z0rNIsIZDIrD740ib7D_11_R,0.896551724137931,203,9,69,43,82,heel strike,1.0,0.7777777777777778,0.875,9.0
49,1z0rNIsIZDIrD740ib7D_11_R,0.896551724137931,203,9,69,43,82,foot flat,0.9622641509433962,0.7391304347826086,0.8360655737704918,69.0
50,1z0rNIsIZDIrD740ib7D_11_R,0.896551724137931,203,9,69,43,82,heel off,0.7,0.9767441860465116,0.8155339805825242,43.0
51,1z0rNIsIZDIrD740ib7D_11_R,0.896551724137931,203,9,69,43,82,toe off,0.9879518072289156,1.0,0.9939393939393939,82.0
52,1z0rNIsIZDIrD740ib7D_5_R,0.912621359223301,206,10,66,41,89,heel strike,1.0,0.6,0.75,10.0
53,1z0rNIsIZDIrD740ib7D_5_R,0.912621359223301,206,10,66,41,89,foot flat,0.90625,0.8787878787878788,0.8923076923076924,66.0
54,1z0rNIsIZDIrD740ib7D_5_R,0.912621359223301,206,10,66,41,89,heel off,0.7647058823529411,0.9512195121951219,0.8478260869565217,41.0
55,1z0rNIsIZDIrD740ib7D_5_R,0.912621359223301,206,10,66,41,89,toe off,1.0,0.9550561797752809,0.9770114942528736,89.0
56,1z0rNIsIZDIrD740ib7D_8_L,0.8571428571428571,210,2,46,68,94,heel strike,0.4,1.0,0.5714285714285714,2.0
57,1z0rNIsIZDIrD740ib7D_8_L,0.8571428571428571,210,2,46,68,94,foot flat,0.6615384615384615,0.9347826086956522,0.7747747747747747,46.0
58,1z0rNIsIZDIrD740ib7D_8_L,0.8571428571428571,210,2,46,68,94,heel off,0.9019607843137255,0.6764705882352942,0.773109243697479,68.0
59,1z0rNIsIZDIrD740ib7D_8_L,0.8571428571428571,210,2,46,68,94,toe off,1.0,0.9468085106382979,0.9726775956284153,94.0
60,267ViyIlrQCyTPxPh0Bb_6_R,0.9494949494949495,198,3,83,27,85,heel strike,0.5,1.0,0.6666666666666666,3.0
61,267ViyIlrQCyTPxPh0Bb_6_R,0.9494949494949495,198,3,83,27,85,foot flat,1.0,0.9036144578313253,0.9493670886075949,83.0
62,267ViyIlrQCyTPxPh0Bb_6_R,0.9494949494949495,198,3,83,27,85,heel off,0.7941176470588235,1.0,0.8852459016393442,27.0
63,267ViyIlrQCyTPxPh0Bb_6_R,0.9494949494949495,198,3,83,27,85,toe off,1.0,0.9764705882352941,0.9880952380952381,85.0
64,2DkAfN0SOvEuGfHqLA5H_7_R,0.9846938775510204,196,3,68,44,81,heel strike,0.75,1.0,0.8571428571428571,3.0
65,2DkAfN0SOvEuGfHqLA5H_7_R,0.9846938775510204,196,3,68,44,81,foot flat,0.9852941176470589,0.9852941176470589,0.9852941176470589,68.0
66,2DkAfN0SOvEuGfHqLA5H_7_R,0.9846938775510204,196,3,68,44,81,heel off,1.0,0.9545454545454546,0.9767441860465116,44.0
67,2DkAfN0SOvEuGfHqLA5H_7_R,0.9846938775510204,196,3,68,44,81,toe off,0.9878048780487805,1.0,0.9938650306748467,81.0
68,2VCKgAxw7W55pgMsYhJU_10_L,0.9569377990430622,209,2,87,34,86,heel strike,0.5,1.0,0.6666666666666666,2.0
69,2VCKgAxw7W55pgMsYhJU_10_L,0.9569377990430622,209,2,87,34,86,foot flat,0.9340659340659341,0.9770114942528736,0.9550561797752809,87.0
70,2VCKgAxw7W55pgMsYhJU_10_L,0.9569377990430622,209,2,87,34,86,heel off,0.9655172413793104,0.8235294117647058,0.8888888888888888,34.0
71,2VCKgAxw7W55pgMsYhJU_10_L,0.9569377990430622,209,2,87,34,86,toe off,1.0,0.9883720930232558,0.9941520467836257,86.0
72,2VCKgAxw7W55pgMsYhJU_11_R,0.9090909090909091,209,2,106,23,78,heel strike,0.5,0.5,0.5,2.0
73,2VCKgAxw7W55pgMsYhJU_11_R,0.9090909090909091,209,2,106,23,78,foot flat,0.9894736842105263,0.8867924528301887,0.9353233830845771,106.0
74,2VCKgAxw7W55pgMsYhJU_11_R,0.9090909090909091,209,2,106,23,78,heel off,0.6071428571428571,0.7391304347826086,0.6666666666666666,23.0
75,2VCKgAxw7W55pgMsYhJU_11_R,0.9090909090909091,209,2,106,23,78,toe off,0.9285714285714286,1.0,0.9629629629629629,78.0
76,2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,heel strike,0.6666666666666666,1.0,0.8,2.0
77,2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,foot flat,1.0,0.9484536082474226,0.9735449735449735,97.0
78,2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,heel off,0.84,0.9130434782608695,0.875,23.0
79,2VCKgAxw7W55pgMsYhJU_9_R,0.9660194174757282,206,2,97,23,84,toe off,0.9767441860465116,1.0,0.9882352941176471,84.0
80,2VSiky9fSdecegDBBxZn_11_L,0.8925233644859814,214,7,93,32,82,heel strike,1.0,0.42857142857142855,0.6,7.0
81,2VSiky9fSdecegDBBxZn_11_L,0.8925233644859814,214,7,93,32,82,foot flat,0.9518072289156626,0.8494623655913979,0.8977272727272727,93.0
82,2VSiky9fSdecegDBBxZn_11_L,0.8925233644859814,214,7,93,32,82,heel off,0.6585365853658537,0.84375,0.7397260273972602,32.0
83,2VSiky9fSdecegDBBxZn_11_L,0.8925233644859814,214,7,93,32,82,toe off,0.9425287356321839,1.0,0.9704142011834319,82.0
84,2VSiky9fSdecegDBBxZn_8_R,0.9289099526066351,211,2,86,46,77,heel strike,0.2857142857142857,1.0,0.4444444444444444,2.0
85,2VSiky9fSdecegDBBxZn_8_R,0.9289099526066351,211,2,86,46,77,foot flat,1.0,0.9069767441860465,0.9512195121951219,86.0
86,2VSiky9fSdecegDBBxZn_8_R,0.9289099526066351,211,2,86,46,77,heel off,0.9285714285714286,0.8478260869565217,0.8863636363636364,46.0
87,2VSiky9fSdecegDBBxZn_8_R,0.9289099526066351,211,2,86,46,77,toe off,0.9166666666666666,1.0,0.9565217391304348,77.0
88,2xEWici22n0TCq3xorWj_12_L,0.9526315789473684,190,2,71,43,74,heel strike,0.4,1.0,0.5714285714285714,2.0
89,2xEWici22n0TCq3xorWj_12_L,0.9526315789473684,190,2,71,43,74,foot flat,0.9577464788732394,0.9577464788732394,0.9577464788732394,71.0
90,2xEWici22n0TCq3xorWj_12_L,0.9526315789473684,190,2,71,43,74,heel off,1.0,0.8604651162790697,0.925,43.0
91,2xEWici22n0TCq3xorWj_12_L,0.9526315789473684,190,2,71,43,74,toe off,0.961038961038961,1.0,0.9801324503311258,74.0
92,2xEWici22n0TCq3xorWj_5_R,0.9157894736842105,190,2,64,42,82,heel strike,0.5,1.0,0.6666666666666666,2.0
93,2xEWici22n0TCq3xorWj_5_R,0.9157894736842105,190,2,64,42,82,foot flat,0.9117647058823529,0.96875,0.9393939393939394,64.0
94,2xEWici22n0TCq3xorWj_5_R,0.9157894736842105,190,2,64,42,82,heel off,0.8181818181818182,0.8571428571428571,0.8372093023255814,42.0
95,2xEWici22n0TCq3xorWj_5_R,0.9157894736842105,190,2,64,42,82,toe off,1.0,0.9024390243902439,0.9487179487179487,82.0
96,34tQly329CjGgyE7vUal_11_R,0.8629441624365483,197,2,96,26,73,heel strike,0.3333333333333333,1.0,0.5,2.0
97,34tQly329CjGgyE7vUal_11_R,0.8629441624365483,197,2,96,26,73,foot flat,1.0,0.78125,0.8771929824561403,96.0
98,34tQly329CjGgyE7vUal_11_R,0.8629441624365483,197,2,96,26,73,heel off,0.5405405405405406,0.7692307692307693,0.6349206349206349,26.0
99,34tQly329CjGgyE7vUal_11_R,0.8629441624365483,197,2,96,26,73,toe off,0.9240506329113924,1.0,0.9605263157894737,73.0
100,34tQly329CjGgyE7vUal_12_L,0.8232323232323232,198,8,48,68,74,heel strike,1.0,0.5,0.6666666666666666,8.0
101,34tQly329CjGgyE7vUal_12_L,0.8232323232323232,198,8,48,68,74,foot flat,0.64,1.0,0.7804878048780488,48.0
102,34tQly329CjGgyE7vUal_12_L,0.8232323232323232,198,8,48,68,74,heel off,1.0,0.5441176470588235,0.7047619047619048,68.0
103,34tQly329CjGgyE7vUal_12_L,0.8232323232323232,198,8,48,68,74,toe off,0.9024390243902439,1.0,0.9487179487179487,74.0
104,3KSq4m3qpqV9Z4zBDSjw_10_R,0.9090909090909091,88,2,36,13,37,heel strike,0.5,0.5,0.5,2.0
105,3KSq4m3qpqV9Z4zBDSjw_10_R,0.9090909090909091,88,2,36,13,37,foot flat,0.967741935483871,0.8333333333333334,0.8955223880597015,36.0
106,3KSq4m3qpqV9Z4zBDSjw_10_R,0.9090909090909091,88,2,36,13,37,heel off,0.7058823529411765,0.9230769230769231,0.8,13.0
107,3KSq4m3qpqV9Z4zBDSjw_10_R,0.9090909090909091,88,2,36,13,37,toe off,0.9736842105263158,1.0,0.9866666666666667,37.0
108,3KSq4m3qpqV9Z4zBDSjw_6_R,0.9777777777777777,90,2,33,15,40,heel strike,0.0,0.0,0.0,2.0
109,3KSq4m3qpqV9Z4zBDSjw_6_R,0.9777777777777777,90,2,33,15,40,foot flat,0.9428571428571428,1.0,0.9705882352941176,33.0
110,3KSq4m3qpqV9Z4zBDSjw_6_R,0.9777777777777777,90,2,33,15,40,heel off,1.0,1.0,1.0,15.0
111,3KSq4m3qpqV9Z4zBDSjw_6_R,0.9777777777777777,90,2,33,15,40,toe off,1.0,1.0,1.0,40.0
112,4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,heel strike,1.0,0.3333333333333333,0.5,3.0
113,4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,foot flat,0.9682539682539683,1.0,0.9838709677419355,61.0
114,4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,heel off,1.0,0.8103448275862069,0.8952380952380953,58.0
115,4RvWQ0RVMCrvaB9C5ftU_11_R,0.9333333333333333,195,3,61,58,73,toe off,0.8690476190476191,1.0,0.9299363057324841,73.0
116,4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,heel strike,1.0,0.5555555555555556,0.7142857142857143,9.0
117,4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,foot flat,0.8266666666666667,1.0,0.9051094890510949,62.0
118,4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,heel off,0.8947368421052632,0.7906976744186046,0.8395061728395061,43.0
119,4RvWQ0RVMCrvaB9C5ftU_5_R,0.9166666666666666,204,9,62,43,90,toe off,1.0,0.9555555555555556,0.9772727272727273,90.0
120,4RvWQ0RVMCrvaB9C5ftU_6_L,0.975,200,7,65,45,83,heel strike,1.0,0.8571428571428571,0.9230769230769231,7.0
121,4RvWQ0RVMCrvaB9C5ftU_6_L,0.975,200,7,65,45,83,foot flat,0.9420289855072463,1.0,0.9701492537313433,65.0
122,4RvWQ0RVMCrvaB9C5ftU_6_L,0.975,200,7,65,45,83,heel off,0.9767441860465116,0.9333333333333333,0.9545454545454546,45.0
123,4RvWQ0RVMCrvaB9C5ftU_6_L,0.975,200,7,65,45,83,toe off,1.0,0.9879518072289156,0.9939393939393939,83.0
124,4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,heel strike,1.0,1.0,1.0,1.0
125,4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,foot flat,1.0,1.0,1.0,64.0
126,4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,heel off,1.0,0.9387755102040817,0.968421052631579,49.0
127,4RvWQ0RVMCrvaB9C5ftU_9_R,0.9845360824742269,194,1,64,49,80,toe off,0.963855421686747,1.0,0.9815950920245399,80.0
128,4bembLxBRqfB3gEVqTgI_10_R,0.8860103626943006,193,13,55,50,75,heel strike,1.0,0.23076923076923078,0.375,13.0
129,4bembLxBRqfB3gEVqTgI_10_R,0.8860103626943006,193,13,55,50,75,foot flat,0.7236842105263158,1.0,0.8396946564885496,55.0
130,4bembLxBRqfB3gEVqTgI_10_R,0.8860103626943006,193,13,55,50,75,heel off,1.0,0.76,0.8636363636363636,50.0
131,4bembLxBRqfB3gEVqTgI_10_R,0.8860103626943006,193,13,55,50,75,toe off,0.9868421052631579,1.0,0.9933774834437086,75.0
132,4bembLxBRqfB3gEVqTgI_11_L,0.9543147208121827,197,4,81,38,74,heel strike,1.0,0.5,0.6666666666666666,4.0
133,4bembLxBRqfB3gEVqTgI_11_L,0.9543147208121827,197,4,81,38,74,foot flat,0.9753086419753086,0.9753086419753086,0.9753086419753086,81.0
134,4bembLxBRqfB3gEVqTgI_11_L,0.9543147208121827,197,4,81,38,74,heel off,0.9428571428571428,0.868421052631579,0.9041095890410958,38.0
135,4bembLxBRqfB3gEVqTgI_11_L,0.9543147208121827,197,4,81,38,74,toe off,0.9367088607594937,1.0,0.9673202614379085,74.0
136,4bembLxBRqfB3gEVqTgI_5_L,0.9642857142857143,196,6,80,33,77,heel strike,1.0,0.3333333333333333,0.5,6.0
137,4bembLxBRqfB3gEVqTgI_5_L,0.9642857142857143,196,6,80,33,77,foot flat,0.9518072289156626,0.9875,0.9693251533742331,80.0
138,4bembLxBRqfB3gEVqTgI_5_L,0.9642857142857143,196,6,80,33,77,heel off,0.96875,0.9393939393939394,0.9538461538461539,33.0
139,4bembLxBRqfB3gEVqTgI_5_L,0.9642857142857143,196,6,80,33,77,toe off,0.9746835443037974,1.0,0.9871794871794872,77.0
140,4bembLxBRqfB3gEVqTgI_6_R,0.9704433497536946,203,6,80,32,85,heel strike,1.0,1.0,1.0,6.0
141,4bembLxBRqfB3gEVqTgI_6_R,0.9704433497536946,203,6,80,32,85,foot flat,1.0,0.95,0.9743589743589743,80.0
142,4bembLxBRqfB3gEVqTgI_6_R,0.9704433497536946,203,6,80,32,85,heel off,0.8421052631578947,1.0,0.9142857142857143,32.0
143,4bembLxBRqfB3gEVqTgI_6_R,0.9704433497536946,203,6,80,32,85,toe off,1.0,0.9764705882352941,0.9880952380952381,85.0
144,4bembLxBRqfB3gEVqTgI_9_L,0.9797979797979798,198,2,83,32,81,heel strike,0.4,1.0,0.5714285714285714,2.0
145,4bembLxBRqfB3gEVqTgI_9_L,0.9797979797979798,198,2,83,32,81,foot flat,1.0,0.963855421686747,0.9815950920245399,83.0
146,4bembLxBRqfB3gEVqTgI_9_L,0.9797979797979798,198,2,83,32,81,heel off,0.9696969696969697,1.0,0.9846153846153847,32.0
147,4bembLxBRqfB3gEVqTgI_9_L,0.9797979797979798,198,2,83,32,81,toe off,1.0,0.9876543209876543,0.9937888198757764,81.0
148,4diavXwzETso5buth3ON_13_R,0.9343434343434344,198,2,96,34,66,heel strike,0.5,1.0,0.6666666666666666,2.0
149,4diavXwzETso5buth3ON_13_R,0.9343434343434344,198,2,96,34,66,foot flat,1.0,0.90625,0.9508196721311475,96.0
150,4diavXwzETso5buth3ON_13_R,0.9343434343434344,198,2,96,34,66,heel off,0.8108108108108109,0.8823529411764706,0.8450704225352113,34.0
151,4diavXwzETso5buth3ON_13_R,0.9343434343434344,198,2,96,34,66,toe off,0.9428571428571428,1.0,0.9705882352941176,66.0
152,4diavXwzETso5buth3ON_6_L,0.9516129032258065,186,4,68,41,73,heel strike,1.0,0.25,0.4,4.0
153,4diavXwzETso5buth3ON_6_L,0.9516129032258065,186,4,68,41,73,foot flat,0.9538461538461539,0.9117647058823529,0.9323308270676691,68.0
154,4diavXwzETso5buth3ON_6_L,0.9516129032258065,186,4,68,41,73,heel off,0.8723404255319149,1.0,0.9318181818181818,41.0
155,4diavXwzETso5buth3ON_6_L,0.9516129032258065,186,4,68,41,73,toe off,1.0,1.0,1.0,73.0
156,4ikPFuW5GnKXxIAtDvCg_13_R,0.7777777777777778,198,2,87,57,52,heel strike,0.5,0.5,0.5,2.0
157,4ikPFuW5GnKXxIAtDvCg_13_R,0.7777777777777778,198,2,87,57,52,foot flat,0.987012987012987,0.8735632183908046,0.926829268292683,87.0
158,4ikPFuW5GnKXxIAtDvCg_13_R,0.7777777777777778,198,2,87,57,52,heel off,0.7142857142857143,0.43859649122807015,0.5434782608695652,57.0
159,4ikPFuW5GnKXxIAtDvCg_13_R,0.7777777777777778,198,2,87,57,52,toe off,0.6190476190476191,1.0,0.7647058823529411,52.0
160,4ikPFuW5GnKXxIAtDvCg_7_R,0.9392265193370166,181,2,65,32,82,heel strike,0.5,1.0,0.6666666666666666,2.0
161,4ikPFuW5GnKXxIAtDvCg_7_R,0.9392265193370166,181,2,65,32,82,foot flat,0.9402985074626866,0.9692307692307692,0.9545454545454546,65.0
162,4ikPFuW5GnKXxIAtDvCg_7_R,0.9392265193370166,181,2,65,32,82,heel off,0.8484848484848485,0.875,0.8615384615384616,32.0
163,4ikPFuW5GnKXxIAtDvCg_7_R,0.9392265193370166,181,2,65,32,82,toe off,1.0,0.9390243902439024,0.9685534591194969,82.0
164,4p8vTR6bPtp9RKCtQAJk_10_L,0.9132653061224489,196,7,47,63,79,heel strike,0.7777777777777778,1.0,0.875,7.0
165,4p8vTR6bPtp9RKCtQAJk_10_L,0.9132653061224489,196,7,47,63,79,foot flat,0.75,0.9574468085106383,0.8411214953271028,47.0
166,4p8vTR6bPtp9RKCtQAJk_10_L,0.9132653061224489,196,7,47,63,79,heel off,1.0,0.7619047619047619,0.8648648648648649,63.0
167,4p8vTR6bPtp9RKCtQAJk_10_L,0.9132653061224489,196,7,47,63,79,toe off,1.0,1.0,1.0,79.0
168,4p8vTR6bPtp9RKCtQAJk_11_R,0.8316326530612245,196,6,45,69,76,heel strike,0.8571428571428571,1.0,0.9230769230769231,6.0
169,4p8vTR6bPtp9RKCtQAJk_11_R,0.8316326530612245,196,6,45,69,76,foot flat,0.6197183098591549,0.9777777777777777,0.7586206896551724,45.0
170,4p8vTR6bPtp9RKCtQAJk_11_R,0.8316326530612245,196,6,45,69,76,heel off,1.0,0.5362318840579711,0.6981132075471698,69.0
171,4p8vTR6bPtp9RKCtQAJk_11_R,0.8316326530612245,196,6,45,69,76,toe off,0.9382716049382716,1.0,0.9681528662420382,76.0
172,4p8vTR6bPtp9RKCtQAJk_6_L,0.93,200,7,59,46,88,heel strike,1.0,1.0,1.0,7.0
173,4p8vTR6bPtp9RKCtQAJk_6_L,0.93,200,7,59,46,88,foot flat,0.9622641509433962,0.864406779661017,0.9107142857142857,59.0
174,4p8vTR6bPtp9RKCtQAJk_6_L,0.93,200,7,59,46,88,heel off,0.7857142857142857,0.9565217391304348,0.8627450980392157,46.0
175,4p8vTR6bPtp9RKCtQAJk_6_L,0.93,200,7,59,46,88,toe off,1.0,0.9545454545454546,0.9767441860465116,88.0
176,4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,heel strike,1.0,1.0,1.0,8.0
177,4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,foot flat,0.9076923076923077,1.0,0.9516129032258065,59.0
178,4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,heel off,0.9318181818181818,0.8723404255319149,0.9010989010989011,47.0
179,4p8vTR6bPtp9RKCtQAJk_7_R,0.9540816326530612,196,8,59,47,82,toe off,1.0,0.9634146341463414,0.9813664596273292,82.0
180,4woc10tIodbQb8cnVOlP_7_R,0.9183673469387755,196,5,31,79,81,heel strike,1.0,1.0,1.0,5.0
181,4woc10tIodbQb8cnVOlP_7_R,0.9183673469387755,196,5,31,79,81,foot flat,0.6888888888888889,1.0,0.8157894736842105,31.0
182,4woc10tIodbQb8cnVOlP_7_R,0.9183673469387755,196,5,31,79,81,heel off,1.0,0.7974683544303798,0.8873239436619719,79.0
183,4woc10tIodbQb8cnVOlP_7_R,0.9183673469387755,196,5,31,79,81,toe off,0.9759036144578314,1.0,0.9878048780487805,81.0
184,4woc10tIodbQb8cnVOlP_8_L,0.9095477386934674,199,2,41,69,87,heel strike,0.4,1.0,0.5714285714285714,2.0
185,4woc10tIodbQb8cnVOlP_8_L,0.9095477386934674,199,2,41,69,87,foot flat,0.7307692307692307,0.926829268292683,0.8172043010752689,41.0
186,4woc10tIodbQb8cnVOlP_8_L,0.9095477386934674,199,2,41,69,87,heel off,0.9821428571428571,0.7971014492753623,0.88,69.0
187,4woc10tIodbQb8cnVOlP_8_L,0.9095477386934674,199,2,41,69,87,toe off,1.0,0.9885057471264368,0.9942196531791907,87.0
